model: meta-llama/Llama-2-7b-hf
fewshot: 1
=================0.6=================
Local
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|  - high_school_mathematics            |Yaml   |none  |     0|acc   |0.2741|±  |0.0272|
|  - high_school_physics                |Yaml   |none  |     0|acc   |0.2053|±  |0.0330|
|  - high_school_statistics             |Yaml   |none  |     0|acc   |0.3056|±  |0.0314|
|  - machine_learning                   |Yaml   |none  |     0|acc   |0.4286|±  |0.0470|

|      Groups      |Version|Filter|n-shot|Metric|Value |   |Stderr|
|------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu              |N/A    |none  |     0|acc   |0.4061|±  |0.0910|
| - humanities     |N/A    |none  |     0|acc   |0.3904|±  |0.0961|
| - other          |N/A    |none  |     0|acc   |0.4461|±  |0.0753|
| - social_sciences|N/A    |none  |     0|acc   |0.4537|±  |0.0826|
| - stem           |N/A    |none  |     0|acc   |0.3435|±  |0.0811|

==============================================
H2O-decay
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|---------------------------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu                                   |N/A    |none  |     0|acc   |0.4078|±  |0.0865|
| - humanities                          |N/A    |none  |     0|acc   |0.3811|±  |0.0872|
|  - formal_logic                       |Yaml   |none  |     0|acc   |0.2778|±  |0.0401|
|  - high_school_european_history       |Yaml   |none  |     0|acc   |0.5879|±  |0.0384|
|  - high_school_us_history             |Yaml   |none  |     0|acc   |0.5294|±  |0.0350|
|  - high_school_world_history          |Yaml   |none  |     0|acc   |0.5654|±  |0.0323|
|  - international_law                  |Yaml   |none  |     0|acc   |0.5455|±  |0.0455|
|  - jurisprudence                      |Yaml   |none  |     0|acc   |0.3704|±  |0.0467|
|  - logical_fallacies                  |Yaml   |none  |     0|acc   |0.4601|±  |0.0392|
|  - moral_disputes                     |Yaml   |none  |     0|acc   |0.3931|±  |0.0263|
|  - moral_scenarios                    |Yaml   |none  |     0|acc   |0.2402|±  |0.0143|
|  - philosophy                         |Yaml   |none  |     0|acc   |0.4566|±  |0.0283|
|  - prehistory                         |Yaml   |none  |     0|acc   |0.4383|±  |0.0276|
|  - professional_law                   |Yaml   |none  |     0|acc   |0.3305|±  |0.0120|
|  - world_religions                    |Yaml   |none  |     0|acc   |0.5614|±  |0.0381|
| - other                               |N/A    |none  |     0|acc   |0.4609|±  |0.0690|
|  - business_ethics                    |Yaml   |none  |     0|acc   |0.4500|±  |0.0500|
|  - clinical_knowledge                 |Yaml   |none  |     0|acc   |0.4340|±  |0.0305|
|  - college_medicine                   |Yaml   |none  |     0|acc   |0.4046|±  |0.0374|
|  - global_facts                       |Yaml   |none  |     0|acc   |0.2600|±  |0.0441|
|  - human_aging                        |Yaml   |none  |     0|acc   |0.4215|±  |0.0331|
|  - management                         |Yaml   |none  |     0|acc   |0.4078|±  |0.0487|
|  - marketing                          |Yaml   |none  |     0|acc   |0.5769|±  |0.0324|
|  - medical_genetics                   |Yaml   |none  |     0|acc   |0.4300|±  |0.0498|
|  - miscellaneous                      |Yaml   |none  |     0|acc   |0.5377|±  |0.0178|
|  - nutrition                          |Yaml   |none  |     0|acc   |0.4706|±  |0.0286|
|  - professional_accounting            |Yaml   |none  |     0|acc   |0.3865|±  |0.0290|
|  - professional_medicine              |Yaml   |none  |     0|acc   |0.4412|±  |0.0302|
|  - virology                           |Yaml   |none  |     0|acc   |0.4096|±  |0.0383|
| - social_sciences                     |N/A    |none  |     0|acc   |0.4595|±  |0.0780|
|  - econometrics                       |Yaml   |none  |     0|acc   |0.2719|±  |0.0419|
|  - high_school_geography              |Yaml   |none  |     0|acc   |0.4242|±  |0.0352|
|  - high_school_government_and_politics|Yaml   |none  |     0|acc   |0.5648|±  |0.0358|
|  - high_school_macroeconomics         |Yaml   |none  |     0|acc   |0.3872|±  |0.0247|
|  - high_school_microeconomics         |Yaml   |none  |     0|acc   |0.3655|±  |0.0313|
|  - high_school_psychology             |Yaml   |none  |     0|acc   |0.5339|±  |0.0214|
|  - human_sexuality                    |Yaml   |none  |     0|acc   |0.5878|±  |0.0432|
|  - professional_psychology            |Yaml   |none  |     0|acc   |0.4085|±  |0.0199|
|  - public_relations                   |Yaml   |none  |     0|acc   |0.3545|±  |0.0458|
|  - security_studies                   |Yaml   |none  |     0|acc   |0.4776|±  |0.0320|
|  - sociology                          |Yaml   |none  |     0|acc   |0.5871|±  |0.0348|
|  - us_foreign_policy                  |Yaml   |none  |     0|acc   |0.6000|±  |0.0492|
| - stem                                |N/A    |none  |     0|acc   |0.3451|±  |0.0783|
|  - abstract_algebra                   |Yaml   |none  |     0|acc   |0.2200|±  |0.0416|
|  - anatomy                            |Yaml   |none  |     0|acc   |0.3926|±  |0.0422|
|  - astronomy                          |Yaml   |none  |     0|acc   |0.4474|±  |0.0405|
|  - college_biology                    |Yaml   |none  |     0|acc   |0.4306|±  |0.0414|
|  - college_chemistry                  |Yaml   |none  |     0|acc   |0.3900|±  |0.0490|
|  - college_computer_science           |Yaml   |none  |     0|acc   |0.3400|±  |0.0476|
|  - college_mathematics                |Yaml   |none  |     0|acc   |0.3600|±  |0.0482|
|  - college_physics                    |Yaml   |none  |     0|acc   |0.2255|±  |0.0416|
|  - computer_security                  |Yaml   |none  |     0|acc   |0.5000|±  |0.0503|
|  - conceptual_physics                 |Yaml   |none  |     0|acc   |0.3915|±  |0.0319|
|  - electrical_engineering             |Yaml   |none  |     0|acc   |0.4069|±  |0.0409|
|  - elementary_mathematics             |Yaml   |none  |     0|acc   |0.2407|±  |0.0220|
|  - high_school_biology                |Yaml   |none  |     0|acc   |0.4387|±  |0.0282|
|  - high_school_chemistry              |Yaml   |none  |     0|acc   |0.2857|±  |0.0318|
|  - high_school_computer_science       |Yaml   |none  |     0|acc   |0.4200|±  |0.0496|
|  - high_school_mathematics            |Yaml   |none  |     0|acc   |0.2704|±  |0.0271|
|  - high_school_physics                |Yaml   |none  |     0|acc   |0.2715|±  |0.0363|
|  - high_school_statistics             |Yaml   |none  |     0|acc   |0.3287|±  |0.0320|
|  - machine_learning                   |Yaml   |none  |     0|acc   |0.3393|±  |0.0449|

|      Groups      |Version|Filter|n-shot|Metric|Value |   |Stderr|
|------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu              |N/A    |none  |     0|acc   |0.4078|±  |0.0865|
| - humanities     |N/A    |none  |     0|acc   |0.3811|±  |0.0872|
| - other          |N/A    |none  |     0|acc   |0.4609|±  |0.0690|
| - social_sciences|N/A    |none  |     0|acc   |0.4595|±  |0.0780|
| - stem           |N/A    |none  |     0|acc   |0.3451|±  |0.0783|

==============================================
fewshot: 0
=================0.6=================
Local
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|---------------------------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu                                   |N/A    |none  |     0|acc   |0.2418|±  |0.0405|
| - humanities                          |N/A    |none  |     0|acc   |0.2540|±  |0.0336|
|  - formal_logic                       |Yaml   |none  |     0|acc   |0.2381|±  |0.0381|
|  - high_school_european_history       |Yaml   |none  |     0|acc   |0.3030|±  |0.0359|
|  - high_school_us_history             |Yaml   |none  |     0|acc   |0.2255|±  |0.0293|
|  - high_school_world_history          |Yaml   |none  |     0|acc   |0.3122|±  |0.0302|
|  - international_law                  |Yaml   |none  |     0|acc   |0.3554|±  |0.0437|
|  - jurisprudence                      |Yaml   |none  |     0|acc   |0.2315|±  |0.0408|
|  - logical_fallacies                  |Yaml   |none  |     0|acc   |0.2883|±  |0.0356|
|  - moral_disputes                     |Yaml   |none  |     0|acc   |0.2543|±  |0.0234|
|  - moral_scenarios                    |Yaml   |none  |     0|acc   |0.2212|±  |0.0139|
|  - philosophy                         |Yaml   |none  |     0|acc   |0.2830|±  |0.0256|
|  - prehistory                         |Yaml   |none  |     0|acc   |0.2747|±  |0.0248|
|  - professional_law                   |Yaml   |none  |     0|acc   |0.2405|±  |0.0109|
|  - world_religions                    |Yaml   |none  |     0|acc   |0.2807|±  |0.0345|
| - other                               |N/A    |none  |     0|acc   |0.2443|±  |0.0418|
|  - business_ethics                    |Yaml   |none  |     0|acc   |0.2300|±  |0.0423|
|  - clinical_knowledge                 |Yaml   |none  |     0|acc   |0.2226|±  |0.0256|
|  - college_medicine                   |Yaml   |none  |     0|acc   |0.2254|±  |0.0319|
|  - global_facts                       |Yaml   |none  |     0|acc   |0.2700|±  |0.0446|
|  - human_aging                        |Yaml   |none  |     0|acc   |0.3363|±  |0.0317|
|  - management                         |Yaml   |none  |     0|acc   |0.1845|±  |0.0384|
|  - marketing                          |Yaml   |none  |     0|acc   |0.2650|±  |0.0289|
|  - medical_genetics                   |Yaml   |none  |     0|acc   |0.2500|±  |0.0435|
|  - miscellaneous                      |Yaml   |none  |     0|acc   |0.2554|±  |0.0156|
|  - nutrition                          |Yaml   |none  |     0|acc   |0.2092|±  |0.0233|
|  - professional_accounting            |Yaml   |none  |     0|acc   |0.2518|±  |0.0259|
|  - professional_medicine              |Yaml   |none  |     0|acc   |0.1949|±  |0.0241|
|  - virology                           |Yaml   |none  |     0|acc   |0.2530|±  |0.0338|
| - social_sciences                     |N/A    |none  |     0|acc   |0.2229|±  |0.0370|
|  - econometrics                       |Yaml   |none  |     0|acc   |0.2368|±  |0.0400|
|  - high_school_geography              |Yaml   |none  |     0|acc   |0.2323|±  |0.0301|
|  - high_school_government_and_politics|Yaml   |none  |     0|acc   |0.2383|±  |0.0307|
|  - high_school_macroeconomics         |Yaml   |none  |     0|acc   |0.1821|±  |0.0196|
|  - high_school_microeconomics         |Yaml   |none  |     0|acc   |0.2101|±  |0.0265|
|  - high_school_psychology             |Yaml   |none  |     0|acc   |0.1853|±  |0.0167|
|  - human_sexuality                    |Yaml   |none  |     0|acc   |0.2214|±  |0.0364|
|  - professional_psychology            |Yaml   |none  |     0|acc   |0.2647|±  |0.0178|
|  - public_relations                   |Yaml   |none  |     0|acc   |0.2727|±  |0.0427|
|  - security_studies                   |Yaml   |none  |     0|acc   |0.2245|±  |0.0267|
|  - sociology                          |Yaml   |none  |     0|acc   |0.2537|±  |0.0308|
|  - us_foreign_policy                  |Yaml   |none  |     0|acc   |0.1800|±  |0.0386|
| - stem                                |N/A    |none  |     0|acc   |0.2395|±  |0.0479|
|  - abstract_algebra                   |Yaml   |none  |     0|acc   |0.2500|±  |0.0435|
|  - anatomy                            |Yaml   |none  |     0|acc   |0.2815|±  |0.0389|
|  - astronomy                          |Yaml   |none  |     0|acc   |0.2566|±  |0.0355|
|  - college_biology                    |Yaml   |none  |     0|acc   |0.2986|±  |0.0383|
|  - college_chemistry                  |Yaml   |none  |     0|acc   |0.2400|±  |0.0429|
|  - college_computer_science           |Yaml   |none  |     0|acc   |0.2300|±  |0.0423|
|  - college_mathematics                |Yaml   |none  |     0|acc   |0.1900|±  |0.0394|
|  - college_physics                    |Yaml   |none  |     0|acc   |0.2647|±  |0.0439|
|  - computer_security                  |Yaml   |none  |     0|acc   |0.2400|±  |0.0429|
|  - conceptual_physics                 |Yaml   |none  |     0|acc   |0.3149|±  |0.0304|
|  - electrical_engineering             |Yaml   |none  |     0|acc   |0.2483|±  |0.0360|
|  - elementary_mathematics             |Yaml   |none  |     0|acc   |0.2460|±  |0.0222|
|  - high_school_biology                |Yaml   |none  |     0|acc   |0.2323|±  |0.0240|
|  - high_school_chemistry              |Yaml   |none  |     0|acc   |0.1872|±  |0.0274|
|  - high_school_computer_science       |Yaml   |none  |     0|acc   |0.2600|±  |0.0441|
|  - high_school_mathematics            |Yaml   |none  |     0|acc   |0.2148|±  |0.0250|
|  - high_school_physics                |Yaml   |none  |     0|acc   |0.2318|±  |0.0345|
|  - high_school_statistics             |Yaml   |none  |     0|acc   |0.1528|±  |0.0245|
|  - machine_learning                   |Yaml   |none  |     0|acc   |0.2500|±  |0.0411|

|      Groups      |Version|Filter|n-shot|Metric|Value |   |Stderr|
|------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu              |N/A    |none  |     0|acc   |0.2418|±  |0.0405|
| - humanities     |N/A    |none  |     0|acc   |0.2540|±  |0.0336|
| - other          |N/A    |none  |     0|acc   |0.2443|±  |0.0418|
| - social_sciences|N/A    |none  |     0|acc   |0.2229|±  |0.0370|
| - stem           |N/A    |none  |     0|acc   |0.2395|±  |0.0479|

==============================================
H2O
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|---------------------------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu                                   |N/A    |none  |     0|acc   |0.3603|±  |0.0724|
| - humanities                          |N/A    |none  |     0|acc   |0.3524|±  |0.0832|
|  - formal_logic                       |Yaml   |none  |     0|acc   |0.2381|±  |0.0381|
|  - high_school_european_history       |Yaml   |none  |     0|acc   |0.5758|±  |0.0386|
|  - high_school_us_history             |Yaml   |none  |     0|acc   |0.5490|±  |0.0349|
|  - high_school_world_history          |Yaml   |none  |     0|acc   |0.5781|±  |0.0321|
|  - international_law                  |Yaml   |none  |     0|acc   |0.3058|±  |0.0421|
|  - jurisprudence                      |Yaml   |none  |     0|acc   |0.3704|±  |0.0467|
